iter	MultiClass
225	0.4764578808
226	0.4755348869
227	0.4745251368
228	0.4739857822
229	0.4733599249
230	0.4727771642
231	0.4719108979
232	0.4709928258
233	0.4701721955
234	0.4692734356
235	0.4688303213
236	0.4682327528
237	0.4674582138
238	0.4665912143
239	0.4659713734
240	0.4653727722
241	0.4645899615
242	0.4638297983
243	0.4629585186
244	0.4624168397
245	0.4610963015
246	0.4601874865
247	0.4596791174
248	0.4590708367
249	0.4583442032
250	0.4575013778
251	0.4566557852
252	0.4558322784
253	0.4546745297
254	0.453819386
255	0.4531225328
256	0.4525753949
257	0.4516502855
258	0.4508943974
259	0.4501360715
260	0.4494263829
261	0.448889189
262	0.4480563163
263	0.44746069
264	0.4471128158
265	0.4461866549
266	0.4454977009
267	0.4447571573
268	0.4440263511
269	0.4434709865
270	0.4428547229
271	0.442325931
272	0.4417813237
273	0.4411211764
274	0.4407210969
275	0.440265314
276	0.4397216371
277	0.4391932966
278	0.4387434737
279	0.4381258909
280	0.4372727053
281	0.4358784008
282	0.4352773089
283	0.4346417992
284	0.4335643829
285	0.4329642926
286	0.4323409932
287	0.4319140842
288	0.4315353331
289	0.4309365036
290	0.4302956833
291	0.4296052323
292	0.4291949663
293	0.4286690192
294	0.4279352551
295	0.4270330556
296	0.4264498318
297	0.4259002977
298	0.4254669715
299	0.4249148624
300	0.424506624
301	0.4239786637
302	0.4232573539
303	0.4227073065
304	0.4221580931
305	0.4217764094
306	0.421188152
307	0.420596938
308	0.4200924785
309	0.4191864847
310	0.4187195123
311	0.4182275077
312	0.4177990158
313	0.4174989297
314	0.4170543381
315	0.4162855191
316	0.4159661739
317	0.4156685328
318	0.4153043455
319	0.4147938541
320	0.4141859498
321	0.4136092561
322	0.4131603848
323	0.4123461098
324	0.4116160346
325	0.411174564
326	0.4104149129
327	0.4099405494
328	0.4096101284
329	0.408843482
330	0.4083081806
331	0.4077556815
332	0.4072904072
333	0.4066955807
334	0.4062510489
335	0.4053223357
336	0.4048913392
337	0.4044430313
338	0.4033671807
339	0.4026175286
340	0.4021312655
341	0.4016357639
342	0.4008427306
343	0.4003209157
344	0.4000065442
345	0.3994284776
346	0.3989285058
347	0.3983146323
348	0.3977723668
349	0.3972953016
350	0.3968961493
351	0.3965324512
352	0.3958725711
353	0.3955797831
354	0.3951910264
355	0.3947110573
356	0.3940568071
357	0.3936216071
358	0.3930914041
359	0.392561446
360	0.3920848989
361	0.3916910627
362	0.3908208158
363	0.3903491614
364	0.3897171477
365	0.3891108455
366	0.3885483909
367	0.3881770158
368	0.3879060451
369	0.3875251323
370	0.3872563352
371	0.3869004361
372	0.3866068739
373	0.3860769459
374	0.385634954
375	0.3850756778
376	0.38473562
377	0.3842460893
378	0.383588636
379	0.3828642902
380	0.3824077284
381	0.3821438957
382	0.3817093024
383	0.3812417105
384	0.3807496438
385	0.3803604877
386	0.3800153867
387	0.3794282294
388	0.3789639342
389	0.3784395383
390	0.3780981669
391	0.3774481226
392	0.3771438371
393	0.3768123349
394	0.376181755
395	0.3759187277
396	0.3754791892
397	0.3749878055
398	0.3743376655
399	0.3740603863
400	0.3737524174
401	0.3729881756
402	0.3727212965
403	0.3722657666
404	0.3717980027
405	0.3714984971
406	0.370972894
407	0.3705010473
408	0.3701321605
409	0.3698008495
410	0.3694153365
411	0.3690054316
412	0.3686335274
413	0.3683616748
414	0.3680908748
415	0.3676650975
416	0.3671291352
417	0.3666549446
418	0.3661585032
419	0.3658758351
420	0.3653999869
421	0.3650016719
422	0.364679493
423	0.3644756878
424	0.3640781406
425	0.3638245813
426	0.3635646779
427	0.3631106408
428	0.3627064469
429	0.3625024636
430	0.3620231989
431	0.3617380511
432	0.3613492343
433	0.3608391864
434	0.3603881997
435	0.3600453985
436	0.3597080998
437	0.3593206392
438	0.3586165342
439	0.3581161425
440	0.3577337565
441	0.3571004527
442	0.3568417198
443	0.3565446786
444	0.355914318
445	0.3554861744
446	0.35507852
447	0.3547718385
448	0.354078355
449	0.353678292
450	0.3532580591
451	0.3529328301
452	0.3525453855
453	0.3521855486
454	0.3514644356
455	0.3511031231
456	0.350739836
457	0.3504144247
458	0.3498970831
459	0.3495030581
460	0.3491004829
461	0.3489515131
462	0.3485694286
463	0.3482431164
464	0.3476313854
465	0.3472977352
466	0.3468605881
467	0.3464335503
468	0.3461387818
469	0.3455583603
470	0.3451948012
471	0.3450408695
472	0.3446336979
473	0.3442822053
474	0.3437589175
475	0.3435680609
476	0.3432043655
477	0.3428957827
478	0.3425471041
479	0.3421559254
480	0.341796765
481	0.3412718573
482	0.3410988392
483	0.340677526
484	0.3402687484
485	0.3399470794
486	0.3396323113
487	0.3393182937
488	0.3390934299
489	0.3388663228
490	0.3385045617
491	0.3383019067
492	0.337754782
493	0.3372893992
494	0.3368008598
495	0.3363618274
496	0.3361797878
497	0.3358532765
498	0.3353745537
499	0.3348106366
500	0.3344309409
501	0.3340312646
502	0.3337946877
503	0.333593764
504	0.3333879768
505	0.3329773412
506	0.3327785745
507	0.3324452426
508	0.3321209749
509	0.3319379255
510	0.331520334
511	0.3309594648
512	0.3306126053
513	0.3302930539
514	0.3300623571
515	0.3297328911
516	0.3292980852
517	0.3290237737
518	0.3288183605
519	0.3285105626
520	0.3282263734
521	0.3278762271
522	0.327650128
523	0.3273328914
524	0.3271160693
525	0.3266428281
526	0.3263973654
527	0.3260057215
528	0.3256216396
529	0.3253311973
530	0.3251292243
531	0.3248237966
532	0.324575814
533	0.3242882801
534	0.3240562927
535	0.3236433606
536	0.3231733191
537	0.3227025894
538	0.3223159419
539	0.3219814282
540	0.3216459056
541	0.3212498923
542	0.3209267924
543	0.3205632751
544	0.3200686089
545	0.3198048465
546	0.3195824735
547	0.3193759189
548	0.3190664452
549	0.3188874251
550	0.3184678747
551	0.3182238202
552	0.3179703462
553	0.3177105204
554	0.3175395724
555	0.3172341954
556	0.3168303426
557	0.3164863937
558	0.3162200866
559	0.3159320263
560	0.3157612483
561	0.3155784512
562	0.3153532421
563	0.315152679
564	0.314939607
565	0.3147485167
566	0.3144938458
567	0.3139332126
568	0.3133901112
569	0.3130854366
570	0.3129114246
571	0.3125463463
572	0.3122125248
573	0.3119155835
574	0.3116489487
575	0.3115423442
576	0.3112108456
577	0.3110650812
578	0.3104913902
579	0.3102796831
580	0.3098786034
581	0.309481774
582	0.3091582006
583	0.3089182776
584	0.3087657964
585	0.3085468309
586	0.3080913667
587	0.3077123338
588	0.3072499321
589	0.3068778231
590	0.3066062679
591	0.3064199926
592	0.3060464683
593	0.3058235526
594	0.3055883292
595	0.3049495153
596	0.3046150769
597	0.3043059528
598	0.3039316915
599	0.3037771769
600	0.3035228704
601	0.3031702719
602	0.3029853616
603	0.3027473937
604	0.3025627526
605	0.3022493463
606	0.3021450195
607	0.3019352673
608	0.3017390765
609	0.3015023738
610	0.3012759644
611	0.3009374715
612	0.3006286963
613	0.3002768378
614	0.2998490515
615	0.2995684979
616	0.2993226381
617	0.2989870451
618	0.2987587437
619	0.2985716928
620	0.298013521
621	0.297745357
622	0.2975188169
623	0.2972424969
624	0.2968494929
625	0.2966731094
626	0.2964809771
627	0.2963510212
628	0.2959866208
629	0.2958228095
630	0.2955883177
631	0.2952809012
632	0.2950341895
633	0.2947128193
634	0.2944415212
635	0.2941169994
636	0.2937401014
637	0.293555323
638	0.2931163988
639	0.2930103227
640	0.2927978009
641	0.2925947028
642	0.2923696801
643	0.2921328793
644	0.2917282609
645	0.2912712725
646	0.2909863472
647	0.2906171782
648	0.2901383237
649	0.2899988192
650	0.2896937154
651	0.2895107671
652	0.2891748773
653	0.2890253789
654	0.2888540697
655	0.2887241119
656	0.2885423132
657	0.2882916169
658	0.2880619695
659	0.2879331514
660	0.2877535389
661	0.2875259231
662	0.287359928
663	0.286897886
664	0.2867195201
665	0.286563712
666	0.2862915025
667	0.2861359996
668	0.2857971011
669	0.285606631
670	0.2852947878
671	0.2851144481
672	0.2847210876
673	0.2846045588
674	0.2842766817
675	0.2840619906
676	0.2839450114
677	0.2837695716
678	0.2835032631
679	0.2832558311
680	0.2829662397
681	0.2825991279
682	0.2824883037
683	0.2821094901
684	0.2816599679
685	0.2813405966
686	0.2811411759
687	0.2810297652
688	0.2808028694
689	0.2807012852
690	0.2804140929
691	0.2801814301
692	0.2797808394
693	0.2796703284
694	0.2793862
695	0.2791756658
696	0.2790157393
697	0.2788001563
698	0.2785258302
699	0.278333834
700	0.27811583
701	0.2779331189
702	0.2778271583
703	0.2777192666
704	0.2775612108
705	0.2774488948
706	0.2772533318
707	0.2770245573
708	0.2767407712
709	0.2765508827
710	0.2764188715
711	0.2762784852
712	0.2759644753
713	0.2757186535
714	0.275428695
715	0.2751711416
716	0.2750191842
717	0.274587277
718	0.2743747092
719	0.2739840946
720	0.2738561472
721	0.2735584843
722	0.2733709092
723	0.2731886213
724	0.2728586177
725	0.2725028606
726	0.2724014328
727	0.2720758653
728	0.2716286943
729	0.2715002704
730	0.271130048
731	0.2708152129
732	0.2705279917
733	0.2704099092
734	0.2701125802
735	0.2694946438
736	0.2693568147
737	0.2691663823
738	0.2688521328
739	0.2686465956
740	0.2684597917
741	0.268205801
742	0.2677976616
743	0.2675366573
744	0.2673137316
745	0.2672224045
746	0.2669764906
747	0.2667726316
748	0.2665395488
749	0.2662876212
750	0.266127863
751	0.2659392562
752	0.2658190162
753	0.2657326582
754	0.2654044448
755	0.2651134044
756	0.2647720062
757	0.264567607
758	0.2644659586
759	0.2642961198
760	0.2638738767
761	0.2636895534
762	0.2635799833
763	0.2633770831
764	0.2631580351
765	0.2630110348
766	0.2627724665
767	0.2626245026
768	0.2624596438
769	0.2621664498
770	0.2619840739
771	0.261827617
772	0.2614352317
773	0.2612311469
774	0.260978599
775	0.2606342214
776	0.2603350639
777	0.2601358413
778	0.2598327774
779	0.2596124187
780	0.2593110553
781	0.2591615448
782	0.2590451009
783	0.2588599163
784	0.2586840522
785	0.2585193998
786	0.2582113815
787	0.258029958
788	0.2576777023
789	0.2575886407
790	0.2574910567
791	0.2573059221
792	0.2571800624
793	0.2569800939
794	0.2567889928
795	0.2565929506
796	0.2565123559
797	0.2563017613
798	0.2561900426
799	0.2559728611
800	0.2558606129
801	0.2556862606
802	0.2555468915
803	0.2553818114
804	0.2551878447
805	0.2551038532
806	0.2549736509
807	0.2547916873
808	0.254471912
809	0.2542330891
810	0.2541687622
811	0.2538352106
812	0.2536518549
813	0.2534276667
814	0.2530362216
815	0.2529085194
816	0.252694963
817	0.2524746725
818	0.2522818017
819	0.2520078883
820	0.2519144408
821	0.2517499859
822	0.251590115
823	0.2513568791
824	0.2511416308
825	0.2509863019
826	0.2507675327
827	0.2505727147
828	0.2504049936
829	0.2502277391
830	0.250083827
831	0.2499835235
832	0.249672621
833	0.2494437862
834	0.2491597224
835	0.2490528415
836	0.2488241493
837	0.2486478318
838	0.2485931869
839	0.2483036016
840	0.2481417754
841	0.2480150728
842	0.2477798595
843	0.2476496366
844	0.2474703427
845	0.2472213069
846	0.247073299
847	0.2467822187
848	0.2466121096
849	0.2463527165
850	0.2461780507
851	0.2459264964
852	0.2458212848
853	0.2455116337
854	0.2453334602
855	0.2451696707
856	0.2450077068
857	0.2446676703
858	0.244488906
859	0.2442938769
860	0.24402518
861	0.2439759512
862	0.243814043
863	0.2435949307
864	0.2434006856
865	0.2432183866
866	0.2430621671
867	0.2428777005
868	0.2427080871
869	0.2425565481
870	0.2423351771
871	0.2421650512
872	0.2420549828
873	0.2418693818
874	0.2418162531
875	0.2416836965
876	0.2413355707
877	0.2411795127
878	0.2409692707
879	0.2407908731
880	0.2405017169
881	0.2402047551
882	0.24004517
883	0.2398528521
884	0.2396582315
885	0.2395235163
886	0.239421451
887	0.2392411925
888	0.2388969743
889	0.2387251529
890	0.2385767856
891	0.2384125343
892	0.238252355
893	0.2380233134
894	0.2379252013
895	0.2378021623
896	0.2375826555
897	0.2374173737
898	0.2372276667
899	0.2370241365
900	0.2368619357
901	0.2365322573
902	0.2363699617
903	0.2361034945
904	0.2359780958
905	0.2357516895
906	0.2356523341
907	0.2354937374
908	0.235357218
909	0.2351865879
910	0.2350205347
911	0.2348766876
912	0.2348130961
913	0.2347175001
914	0.2345852698
915	0.2344791115
916	0.2342240002
917	0.2341057153
918	0.2338667495
919	0.2335930869
920	0.233390863
921	0.2332494187
922	0.2331125575
923	0.2330499289
924	0.2328867998
925	0.2327078018
926	0.232561981
927	0.2323205654
928	0.2322303992
929	0.2320341277
930	0.2318000215
931	0.2315093329
932	0.2312126759
933	0.2309947113
934	0.2308125965
935	0.2306218095
936	0.2305385619
937	0.2302196404
938	0.2300987302
939	0.2299222855
940	0.2298052352
941	0.2296164539
942	0.2294966731
943	0.2293636778
944	0.2292794268
945	0.2290381053
946	0.22883206
947	0.2286980005
948	0.2285098434
949	0.2283326303
950	0.2279086095
951	0.2276353023
952	0.2275424165
953	0.227341576
954	0.2270555459
955	0.2268847616
956	0.2267768975
957	0.2267012817
958	0.2265159807
959	0.2263195298
960	0.226049262
961	0.2259423495
962	0.2258465539
963	0.2257123517
964	0.2255674013
965	0.2253415042
966	0.2252838901
967	0.2251513637
968	0.2249476528
969	0.2247996419
970	0.2245543741
971	0.2244740485
972	0.2243813833
973	0.2240274741
974	0.2239209378
975	0.2237211286
976	0.2235147917
977	0.2233803267
978	0.2232809736
979	0.222949121
980	0.2227586443
981	0.2225656114
982	0.2224651036
983	0.222311348
984	0.2221814719
985	0.2220356215
986	0.221848167
987	0.221584592
988	0.2214453393
989	0.2212786995
990	0.221188068
991	0.2209184449
992	0.2207176614
993	0.2206427688
994	0.2204834099
995	0.2203313709
996	0.2202087834
997	0.2200862242
998	0.2199240148
999	0.2197930956
